name,ring,quadrant,isNew,description
coverage.py (python),Assess,Tools,TRUE,"<strong>Code coverage</strong><p>Coverage.py is a tool for measuring code coverage of Python programs. It monitors your program, noting which parts of the code have been executed, then analyzes the source to identify code that could have been executed but was not.</p>"
Coverity,Assess,Tools,TRUE,"<strong>Code analysis</strong><p>Coverity is a static code analysis tool from Synopsys. This product enables engineers and security teams to quickly find and fix defects and security vulnerabilities in custom source code written in C, C++, Java, C#, JavaScript and more.</p>"
cppunit,Assess,Languages and Frameworks,TRUE,<strong>Test Automation Framework</strong><p>CppUnit is a unit testing framework module for the C++ programming language. It allows unit-testing of C sources as well as C++ with minimal source modification. It was started around 2000 by Michael Feathers as a C++ port of JUnit for Windows and ported to Unix by Jerome Lacoste. </p>
Crystal Reports,Assess,Techniques,TRUE,"<strong>Reporting / BI     </strong><p>Crystal Reports is a business intelligence application, marketed to small and medium businesses by SAP SE.</p>"
CUBOT,Stop,Techniques,TRUE,"<strong>Reporting / BI     </strong><p>CUBOT is a comprehensive business intelligence platform which comes with an inbuilt ETL tool, reporting tool and analytics. It allows information sources across systems, channels and repositories to be semantically modeled into business dimensions and measures. It helps business managers conduct granular analysis on the data available and thus accelerate accurate decision making.</p>"
CVS,Stop,Platform,TRUE,"<strong>Configuration management</strong><p>CVS is a version control system, an important component of Source Configuration Management (SCM). Using it, you can record the history of sources files, and documents. It fills a similar role to the free software RCS, PRCS, and Aegis packages.</p>"
Docker,Trail,Platform,TRUE,"<strong>Container technologies</strong><p>Docker is a set of platform as a service products that use OS-level virtualization to deliver software in packages called containers. Containers are isolated from one another and bundle their own software, libraries and configuration files; they can communicate with each other through well-defined channels.</p>"
Doctrine,Assess,Languages and Frameworks,TRUE,<strong>ORM</strong><p>The Doctrine Project is a set of PHP libraries primarily focused on providing persistence services and related functionality. Its prize projects are an object-relational mapper and the database abstraction layer it is built on top of.</p>
Go,Assess,Languages and Frameworks,TRUE,"<strong>Programming Languages</strong><p>Go, also known as Golang, is a statically typed, compiled programming language designed at Google by Robert Griesemer, Rob Pike, and Ken Thompson. Go is syntactically similar to C, but with memory safety, garbage collection, structural typing, and CSP-style concurrency.</p>"
Hadoop (Cloudera),Assess,Tools,TRUE,"<strong>Big Data / Analytics</strong><p>Hadoop is an ecosystem of open source components that fundamentally changes the way enterprises store, process, and analyze data. Unlike traditional systems, Hadoop enables multiple types of analytic workloads to run on the same data, at the same time, at massive scale on industry-standard hardware. CDH, Cloudera's open source platform, is the most popular distribution of Hadoop and related projects in the world (with support available via a Cloudera Enterprise subscription).</p>y"
Hadoop (Community),Assess,Tools,TRUE,"<strong>Big Data / Analytics</strong><p>The Apache™ Hadoop® project develops open-source software for reliable,scalable, distributed computing.The Apache Hadoop software library is a framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models. It is designed to scale up from single servers to thousands of machines, each offering local computation and storage. Rather than rely on hardware to deliver high-availability, the library itself is designed to detect and handle failures at the application layer, so delivering a highly-available service on top of a cluster of computers, each of which may be prone to failures.</p>"
Hazelcast,Assess,Platform,TRUE,"<strong>In Memory database</strong><p>In computing, Hazelcast IMDG is an open source in-memory data grid based on Java. It is also the name of the company developing the product. The Hazelcast company is funded by venture capital and headquartered in San Mateo. </p>"
Hbase,Assess,Tools,TRUE,"<strong>Big Data / Analytics</strong><p>HBase is an open-source non-relational distributed database modeled after Google's Bigtable and written in Java. It is developed as part of Apache Software Foundation's Apache Hadoop project and runs on top of HDFS or Alluxio, providing Bigtable-like capabilities for Hadoop.</p>"
Helm,Trail,Platform,TRUE,"<strong>Container technologies</strong><p>Helm helps you manage Kubernetes applications — Helm Charts help you define, install, and upgrade even the most complex Kubernetes application.</p>"
HP-UX,Assess,Platform,TRUE,"<strong>Operating Systems</strong><p>HP-UX is Hewlett Packard Enterprise's proprietary implementation of the Unix operating system, based on UNIX System V and first released in 1984.</p>"
HyperLedger,Assess,Platform,TRUE,"<strong>Blockchain technologies</strong><p>Hyperledger is an umbrella project of open source blockchains and related tools, started in December 2015 by the Linux Foundation, and has received contributions from IBM, Intel and SAP Ariba, to support the collaborative development of blockchain-based distributed ledgers.</p>"
IBM MQ Series,Assess,Languages and Frameworks,TRUE,"<strong>Message Queues</strong><p>IBM MQ is a family of message-oriented middleware products that IBM launched in December 1993. It was originally called MQSeries, and was renamed WebSphere MQ in 2002 to join the suite of WebSphere products. In April 2014, it was renamed IBM MQ.</p>"
IIS,Assess,Platform,TRUE,"<strong>Web Server</strong><p>It is Windows based web server.Internet Information Services is an extensible web server created by Microsoft for use with the Windows NT family. IIS supports HTTP, HTTP/2, HTTPS, FTP, FTPS, SMTP and NNTP.</p>"
Ingress,Trail,Platform,TRUE,"<strong>Container technologies</strong><p>In Kubernetes, an Ingress is an object that allows access to your Kubernetes services from outside the Kubernetes cluster. You configure access by creating a collection of rules that define which inbound connections reach which services.</p>"
JSSE,Assess,Languages and Frameworks,TRUE,"<strong>Other libraries</strong><p>In computing, the Java Secure Socket Extension provides a set of packages that enable secure Internet communications. It implements a Java technology version of the Secure Sockets Layer and the Transport Layer Security protocols.</p>"
Klocworks,Assess,Tools,TRUE,"<strong>Code analysis</strong><p>Klocwork is a software company with headquarters in Burlington, MA, USA and R&D based in Ottawa, ON, Canada. Klocwork was founded in 2001 as a spin-out of Nortel Networks and has over 1,000 customers who use its software development tools.</p>"
Kubernetes,Trail,Platform,TRUE,"<strong>Container technologies </strong><p>Kubernetes is an open-source container-orchestration system for automating application deployment, scaling, and management. It was originally designed by Google, and is now maintained by the Cloud Native Computing Foundation.</p>"
MAP-R,Assess,Tools,TRUE,"<strong>Big Data / Analytics</strong><p>MapR is a complete enterprise-grade distribution for Apache Hadoop. The MapR Converged Data Platform has been engineered to improve Hadoop's reliability, performance, and ease of use.</p>"
MariaDB Columnar,Trail,Platform,TRUE,"<strong>Columnar database</strong><p>MariaDB ColumnStore is a columnar storage engine that utilizes a massively parallel distributed data architecture. It's a columnar storage system built by porting InfiniDB 4.6.7 to MariaDB 10.1 and 10.2. MariaDB ColumnStore, however, is released under the GPL license.</p>"
Memcached,Stop,Platform,TRUE,"<strong>In Memory database</strong><p>Memcached is an in-memory key-value store for small chunks of arbitrary data (strings, objects) from results of database calls, API calls, or page rendering.

Memcached is simple yet powerful. Its simple design promotes quick deployment, ease of development, and solves many problems facing large data caches. Its API is available for most popular languages.</p>"
Microsoft Azure,Trail,Platform,TRUE,"<strong>Cloud</strong><p>Microsoft Azure is a cloud computing service created by Microsoft for building, testing, deploying, and managing applications and services through Microsoft-managed data centers.</p>"
Mocha,Assess,Languages and Frameworks,TRUE,"<strong>Test Automation Framework</strong><p>Mocha is a JavaScript test framework for Node.js programs, featuring browser support, asynchronous testing, test coverage reports, and use of any assertion library.</p>"
mremoteng,Assess,Tools,TRUE,"<strong>Terminal softwares</strong><p>mRemoteNG is a fork of mRemote: an open source, tabbed, multi-protocol, remote connections manager. mRemoteNG adds bug fixes and new features to mRemote. It allows you to view all of your remote connections in a simple yet powerful tabbed interface.</p>"
MULE ESB,Stop,Languages and Frameworks,TRUE,"<strong>Enterprise BUS</strong><p>Mule, the runtime engine of Anypoint Platform, is a lightweight Java-based enterprise service bus (ESB) and integration platform that allows developers to connect applications together quickly and easily, enabling them to exchange data. It enables easy integration of existing systems, regardless of the different technologies that the applications use, including JMS, Web Services, JDBC, HTTP, and more. The ESB can be deployed anywhere, can integrate and orchestrate events in real time or in batch, and has universal connectivity.</p>"
Omega / BIRT,Stop,Techniques,TRUE,"<strong>Reporting / BI </strong><p>It’s an end-to-end integrated system that is adaptable to your business process. The enterprise software helps you to become increasingly responsive to changing customer demand, seamlessly execute your business processes & workflows and improve shop-floor & workforce productivity.</p>"
OpenCV,Assess,Languages and Frameworks,TRUE,"<strong>Other frameworks</strong><p>OpenCV is a library of programming functions mainly aimed at real-time computer vision. Originally developed by Intel, it was later supported by Willow Garage then Itseez. The library is cross-platform and free for use under the open-source BSD license.</p>"
OpenShift,Assess,Platform,TRUE,<strong>Cloud</strong><p>OpenShift is a family of containerization software developed by Red Hat. Its flagship product is the OpenShift Container Platform—an on-premises platform as a service built around Docker containers orchestrated and managed by Kubernetes on a foundation of Red Hat Enterprise Linux. </p>
Oracle Cloud,Trail,Platform,TRUE,"<strong>Cloud</strong><p>Oracle Cloud is a cloud computing service offered by Oracle Corporation providing servers, storage, network, applications and services through a global network of Oracle Corporation managed data centers. The company allows these services to be provisioned on demand over the Internet.</p>"
Oracle Columnar,Assess,Platform,TRUE,"<strong>Columnar database</strong><p>Oracle Database In-Memory is a suite of features, first introduced in Oracle Database 12c Release 1 (12.1.0.2), that greatly
improves performance for real-time analytics and mixed workloads. The In-Memory Column Store (IM column store) is the key
feature of Database In-Memory</p>"
Pentaho,Assess,Techniques,TRUE,"<strong>Reporting / BI     </strong><p>Pentaho is a business intelligence software that provides data integration, OLAP services, reporting, information dashboards, data mining and extract, transform, load capabilities. It is headquartered in Orlando, Florida. Pentaho was acquired by Hitachi Data Systems in 2015.</p>"
PlantML,Trail,Techniques,TRUE,<strong>UML Design     </strong><p>PlantUML is an open-source tool allowing users to create UML diagrams from a plain text language. The language of PlantUML is an example of a Domain-specific language. It uses Graphviz software to lay out its diagrams. It has been used to allow blind students to work with UML</p>
Pro*C,Stop,Languages and Frameworks,TRUE,"<strong>Embeded languages</strong><p>Pro*C (also known as Pro*C/C++) is an embedded SQL programming language used by Oracle Database management systems. Pro*C uses either C or C++ as its host language. During compilation, the embedded SQL statements are interpreted by a precompiler and replaced by C or C++ function calls to their respective SQL library.</p>"
Prometheus,Trail,Languages and Frameworks,TRUE,"<strong>Monitoring Framework</strong><p>Prometheus is a free software application used for event monitoring and alerting. It records real-time metrics in a time series database built using a HTTP pull model, with flexible queries and real-time alerting. </p>"
PrometheusDB,Trail,Platform,TRUE,"<strong>Time series DB</strong><p>An open-source monitoring system with a dimensional data model, flexible query language, efficient time series database and modern alerting approach.</p>"
Puppet,Assess,Techniques,TRUE,<strong>Deployment automation     </strong><p>Puppet spans across your hybrid environments to automate infrastructure and application workflows and ongoing management.</p>
PyCharm,Assess,Tools,TRUE,"<strong>Coding (Editors / Utilities)</strong><p>PyCharm is an integrated development environment used in computer programming, specifically for the Python language. It is developed by the Czech company JetBrains. </p>"
Redis sentinel,Assess,Platform,TRUE,<strong>Database cluster</strong><p>Redis Sentinel is a system designed to help managing Redis instances. It performs the following three tasks: Monitoring. Sentinel constantly check if your master and slave instances are working as expected.</p>
Review Board,Assess,Tools,TRUE,"<strong>Code review</strong><p>Review Board is a web-based collaborative code review tool, available as free software under the MIT License. An alternative to Rietveld and Gerrit, Review Board integrates with Bazaar, ClearCase, CVS, Git, Mercurial, Perforce, and Subversion.</p>"
Rhino,Assess,Languages and Frameworks,TRUE,"<strong>Other frameworks</strong><p>Rhino is a JavaScript engine written fully in Java and managed by the Mozilla Foundation as open source software. It is separate from the SpiderMonkey engine, which is also developed by Mozilla, but written in C++ and used in Mozilla Firefox. </p>"
Ruby,Assess,Tools,TRUE,"<strong>Scripting</strong><p>Ruby is an interpreted, high-level, general-purpose programming language. It was designed and developed in the mid-1990s by Yukihiro ""Matz"" Matsumoto in Japan. Ruby is dynamically typed and uses garbage collection.</p>"
Sahi,Stop,Languages and Frameworks,TRUE,"<strong>Test Automation Framework</strong><p>Sahi is an automation and testing tool for web applications coming in an open-source and a proprietary version. The open-source version includes a basic tools set sufficient for most testing purposes, whereas the Pro version includes further features such as test distribution and report customization.</p>"
sensu,Stop,Languages and Frameworks,TRUE,<strong>Monitoring Framework</strong><p>Sensu Go is a telemetry and service health checking solution for multi-cloud monitoring at scale.</p>
SimpleCov (Ruby),Assess,Tools,TRUE,"<strong>Code coverage</strong><p>SimpleCov is a code coverage analysis tool for Ruby. It uses Ruby's built-in Coverage library to gather code coverage data, but makes processing its results much easier by providing a clean API to filter, group, merge, format, and display those results, giving you a complete code coverage suite that can be set up with just a couple lines of code. SimpleCov/Coverage track covered ruby code, gathering coverage for common templating solutions like erb, slim and haml is not supported.</p>"
Smart GWT,Stop,Languages and Frameworks,TRUE,<strong>Web UI Frameworks </strong><p>Smart GWT Combines the industry's richest set of GWT UI components with a Java server framework to provide an end-to-end solution for building business web applications.</p>
Solaris (SPARC),Stop,Platform,TRUE,"<strong>Operating Systems</strong><p>Solaris is a non-free Unix operating system originally developed by Sun Microsystems. It superseded the company's earlier SunOS in 1993. In 2010, after the Sun acquisition by Oracle, it was renamed Oracle Solaris.</p>"
Struts,Stop,Languages and Frameworks,TRUE,<strong>MVC</strong><p>Apache Struts 1 is an open-source web application framework for developing Java EE web applications. It uses and extends the Java Servlet API to encourage developers to adopt a model–view–controller architecture. It was originally created by Craig McClanahan and donated to the Apache Foundation in May 2000</p>
superputty,Assess,Tools,TRUE,"<strong>Terminal softwares</strong><p>SuperPuTTY is a Graphical User Interface (GUI)-based Windows application that is mainly employed for tab management for PuTTY SSH Client. PuTTY, the open-source terminal emulator is a competent program on its own, but it does lack a tabbed interface. Hence, Superputty does not only execute basic PuTTY commands but also fills the gaps by offering much-needed window management.</p>"
SuperSet,Trail,Techniques,TRUE,"<strong>Reporting / BI     </strong><p>Superset is a data exploration platform designed to be visual, intuitive and interactive. Superset's main goal is to make it easy to slice, dice and visualize data. Its developer claims that Superset can perform analytics at the speed of thought.</p>"
TensorFlow,Assess,Tools,TRUE,"<strong>AI/ML Technologies</strong><p>TensorFlow is a free and open-source software library for dataflow and differentiable programming across a range of tasks. It is a symbolic math library, and is also used for machine learning applications such as neural networks.</p>"
Vegeta,Assess,Languages and Frameworks,TRUE,<strong>Test Automation Framework </strong><p>Vegeta is a open source HTTP load testing tool.Vegeta binaries are available on GitHub Releases. </p>
Waterfall,Stop,Platform,TRUE,"<strong>Project management</strong><p>The waterfall model is a breakdown of project activities into linear sequential phases, where each phase depends on the deliverables of the previous one and corresponds to a specialisation of tasks. The approach is typical for certain areas of engineering design.</p>"
WebLogic,Assess,Platform,TRUE,<strong>Web Application Server </strong><p>Oracle WebLogic Server is a Java EE application server currently developed by Oracle Corporation. Oracle acquired WebLogic Server when it purchased BEA Systems in 2008. </p>
Xen,Trail,Platform,TRUE,"<strong>Virtualization</strong><p>Xen Project is a type-1 hypervisor, providing services that allow multiple computer operating systems to execute on the same computer hardware concurrently. It was developed by the University of Cambridge and is now being developed by the Linux Foundation with support from Intel.</p>"
Zoho,Stop,Platform,TRUE,"<strong>Bug / Issue management</strong><p>A simple, fast and scalable bug tracking software that helps you manage bugs easily and deliver great products on time.</p>"
